"Str1","Str2","Str3","freq"
"is","come","to",2
"is","convinc","that",2
"is","dedic","to",2
"is","definit","a",2
"is","design","and",2
"is","done","and",2
"is","due","to",2
"is","easi","to",2
"is","expect","to",2
"is","fill","with",2
"is","for","the",2
"is","full","of",2
"is","given","to",2
"is","greater","than",2
"is","happen","to",2
"is","happi","to",2
"is","how","is",2
"is","import","to",2
"is","in","his",2
"is","in","this",2
"is","just","the",2
"is","known","as",2
"is","marri","to",2
"is","no","doubt",2
"is","not","just",2
"is","not","the",2
"is","not","to",2
"is","not","uncommon",2
"is","noth","more",2
"is","now","a",2
"is","now","complet",2
"is","now","the",2
"is","of","cours",2
"is","on","a",2
"is","on","fire",2
"is","on","his",2
"is","on","pace",2
"is","on","sale",2
"is","over","the",2
"is","probabl","the",2
"is","project","to",2
"is","reminisc","of",2
"is","right","it",2
"is","some","sort",2
"is","someth","that",2
"is","start","to",2
"is","still","a",2
"is","stuck","in",2
"is","that","he",2
"is","that","it",2
"is","that","we",2
"is","the","energi",2
"is","the","leagu",2
"is","the","love",2
"is","the","new",2
"is","the","pack”",2
"is","the","real",2
"is","the","right",2
"is","the","son",2
"is","there","is",2
"is","to","the",2
"is","veri","well",2
"is","what","is",2
"is","what","the",2
"is","what","we",2
"is","where","i",2
"isabella","counti","was",2
"issu","a","statement",2
"issuanc","of","a",2
"it","a","beauti",2
"it","a","few",2
"it","a","lot",2
"it","a","point",2
"it","and","ran",2
"it","and","the",2
"it","and","we",2
"it","appear","that",2
"it","at","all",2
"it","be","a",2
"it","becam","obvious",2
"it","becaus","of",2
"it","becaus","the",2
"it","been","a",2
"it","but","in",2
"it","but","it",2
"it","came","to",2
"it","caus","i",2
"it","clear","that",2
"it","consid","this",2
"it","down","to",2
"it","easi","for",2
"it","felt","good",2
"it","first","two",2
"it","for","a",2
"it","goe","on",2
"it","gonna","be",2
"it","had","no",2
"it","happen","in",2
"it","i","am",2
"it","i","think",2
"it","im","sure",2
"it","into","the",2
"it","is","also",2
"it","is","get",2
"it","is","good",2
"it","is","i",2
"it","is","import",2
"it","is","it",2
"it","is","my",2
"it","is","veri",2
"it","is","with",2
"it","made","me",2
"it","mean","and",2
"it","mean","to",2
"it","my","birthday",2
"it","nice","to",2
"it","not","as",2
"it","not","go",2
"it","not","just",2
"it","out","and",2
"it","profit","by",2
"it","realli","doesnt",2
"it","realli","help",2
"it","seem","to",2
"it","sound","so",2
"it","start","to",2
"it","take","to",2
"it","take","work",2
"it","the","best",2
"it","this","is",2
"it","too","much",2
"it","took","a",2
"it","up","and",2
"it","was","an",2
"it","was","and",2
"it","was","becaus",2
"it","was","for",2
"it","was","found",2
"it","was","great",2
"it","was","my",2
"it","was","one",2
"it","was","then",2
"it","wasn’t","alway",2
"it","wasnt","long",2
"it","we","have",2
"it","which","was",2
"it","would","explain",2
"it","would","take",2
"it’","a","recip",2
"it’","been","a",2
"item","and","the",2
"itself","is","not",2
"ive","ever","seen",2
"ive","ever","want",2
"jan","and","pm",2
"januari","it","was",2
"jeremi","and","matt",2
"job","and","better",2
"job","is","to",2
"john","engler","in",2
"join","us","today",2
"judg","for","the",2
"jump","into","the",2
"jump","out","of",2
"jung","chang","father",2
"just","a","few",2
"just","across","the",2
"just","around","the",2
"just","as","a",2
"just","do","it",2
"just","dont","know",2
"just","for","me",2
"just","for","the",2
"just","go","to",2
"just","happen","to",2
"just","how","much",2
"just","let","me",2
"just","like","the",2
"just","part","of",2
"just","say","you",2
"just","the","begin",2
"just","to","be",2
"just","what","i",2
"justic","of","the",2
"keep","in","mind",2
"keep","them","from",2
"keep","up","the",2
"kelli","who","has",2
"key","to","success",2
"kid","can","also",2
"knew","she","said",2
"knew","there","was",2
"know","how","i",2
"know","how","much",2
"know","if","she",2
"know","is","that",2
"know","me","and",2
"know","that","it",2
"know","what","i",2
"know","what","is",2
"know","what","to",2
"know","what","you",2
"know","what","your",2
"ladi","and","i",2
"larg","amount","of",2
"larg","number","of",2
"last","in","the",2
"last","leg","of",2
"last","month","that",2
"last","month","to",2
"last","night","that",2
"last","season","the",2
"last","spring","and",2
"last","time","and",2
"last","time","i",2
"last","week","the",2
"last","year","after",2
"last","year","and",2
"last","year","i",2
"last","year","the",2
"last","year","to",2
"last","year","we",2
"late","and","the",2
"late","john","lennon",2
"later","the","famili",2
"later","this","month",2
"latter","part","of",2
"law","in","the",2
"law","professor","at",2
"lead","the","nation",2
"leader","in","the",2
"leader","of","the",2
"learn","from","each",2
"learn","that","the",2
"leav","the","room",2
"led","me","to",2
"left","in","the",2
"left","over","from",2
"left","side","of",2
"left","to","the",2
"less","than","month",2
"let","go","i",2
"let","make","it",2
"let","me","tell",2
"let","you","know",2
"level","mp","cost",2
"librari","and","the",2
"lie","at","the",2
"lie","in","the",2
"life","and","death",2
"life","by","the",2
"life","i","never",2
"like","a","band",2
"like","a","giant",2
"like","a","memori",2
"like","a","new",2
"like","everyth","els",2
"like","go","to",2
"like","his","father",2
"like","i","had",2
"like","in","a",2
"like","it","a",2
"like","it","was",2
"like","that","i",2
"like","them","you",2
"like","they","had",2
"like","this","and",2
"like","to","grow",2
"like","to","make",2
"like","two","shot",2
"like","we","did",2
"like","you","have",2
"line","is","that",2
"line","of","communic",2
"line","of","the",2
"line","with","what",2
"link","below","to",2
"list","goe","on",2
"list","of","new",2
"live","on","the",2
"live","to","save",2
"live","with","the",2
"live","without","them",2
"lo","and","behold",2
"lobbi","for","the",2
"locat","in","the",2
"logic","reason","to",2
"lol","now","that",2
"lol","thank","you",2
"long","as","it",2
"long","as","you",2
"long","histori","of",2
"long","term","care",2
"long","term","unemploy",2
"long","way","to",2
"look","at","his",2
"look","at","what",2
"look","at","you",2
"look","for","the",2
"look","like","i",2
"look","like","they",2
"look","now","but",2
"look","to","be",2
"los","angel","angel",2
"loss","in","the",2
"loss","like","this",2
"lot","of","energi",2
"lot","of","fodder",2
"lot","of","money",2
"lot","of","thing",2
"lot","of","work",2
"love","each","other",2
"love","my","new",2
"love","of","money",2
"love","someon","els",2
"love","to","hear",2
"love","to","play",2
"love","with","all",2
"lucki","to","have",2
"mac","and","chees",2
"machin","this","is",2
"made","a","mistak",2
"made","and","veri",2
"made","in","my",2
"made","it","sound",2
"made","me","feel",2
"made","of","wood",2
"maid","of","honor",2
"major","in","the",2
"major","of","the",2
"major","part","of",2
"make","a","decis",2
"make","a","deep",2
"make","a","lot",2
"make","a","statement",2
"make","chang","in",2
"make","it","easier",2
"make","it","even",2
"make","it","more",2
"make","it","work",2
"make","me","a",2
"make","me","feel",2
"make","me","happi",2
"make","me","want",2
"make","sens","and",2
"make","sure","i",2
"make","sure","that",2
"make","sure","to",2
"make","sure","u",2
"make","sure","we",2
"make","this","again",2
"make","you","hate",2
"make","you","stronger",2
"man","on","the",2
"manag","cours","and",2
"manag","of","the",2
"mani","bless","to",2
"mani","of","the",2
"mani","of","whom",2
"mani","peopl","are",2
"mani","year","ago",2
"mari","has","a",2
"matter","of","time",2
"may","at","pm",2
"may","be","a",2
"may","be","out",2
"may","tri","to",2
"me","after","midnight",2
"me","all","day",2
"me","even","more",2
"me","feel","like",2
"me","happi","birthday",2
"me","i","hope",2
"me","if","i",2
"me","if","you",2
"me","in","a",2
"me","in","front",2
"me","it","just",2
"me","know","how",2
"me","know","when",2
"me","like","i",2
"me","on","the",2
"me","so","much",2
"me","tell","you",2
"me","think","of",2
"me","this","is",2
"me","to","be",2
"me","to","do",2
"me","to","say",2
"me","up","and",2
"me","want","to",2
"mean","a","lot",2
"mean","that","someon",2
"media","in","the",2
"meet","of","the",2
"melt","in","your",2
"member","of","a",2
"member","of","our",2
"memori","box","product",2
"memori","with","the",2
"mental","health","act",2
"mention","and","the",2
"mention","in","the",2
"mete","out","to",2
"michigan","suprem","court",2
"midnight","do","not",2
"might","as","well",2
"might","be","a",2
"might","be","abl",2
"might","have","done",2
"might","not","even",2
"milk","chees","from",2
"mine","in","the",2
"minut","of","the",2
"minut","or","until",2
"miss","out","on",2
"mission","is","to",2
"mix","well","to",2
"mom","day","rt",2
"mom","laugh","at",2
"moment","you’r","born",2
"monday","he","was",2
"money","in","the",2
"money","will","be",2
"monster","wont","be",2
"month","and","that",2
"month","in","the",2
"more","at","home",2
"more","gun","than",2
"more","import","than",2
"more","job","and",2
"more","like","a",2
"more","than","just",2
"more","than","onc",2
"more","than","percent",2
"more","than","they",2
"more","than","year",2
"more","than","you",2
"more","to","it",2
"most","of","us",2
"move","back","in",2
"move","down","the",2
"move","forward","in",2
"move","forward","the",2
"move","on","to",2
"move","out","of",2
"movi","becaus","of",2
"mp","cost","durat",2
"much","attent","to",2
"much","better","than",2
"much","he","had",2
"much","of","a",2
"much","of","an",2
"much","of","it",2
"much","time","on",2
"much","to","my",2
"music","and","media",2
"my","career","in",2
"my","chanc","to",2
"my","dad","and",2
"my","dad","with",2
"my","famili","is",2
"my","favorit","of",2
"my","friend","in",2
"my","hair","veri",2
"my","hand","which",2
"my","head","like",2
"my","job","i",2
"my","last","tweet",2
"my","life","and",2
"my","life","is",2
"my","list","of",2
"my","love","for",2
"my","messag","is",2
"my","mind","this",2
"my","mom","laugh",2
"my","one","year",2
"my","problem","the",2
"my","relationship","with",2
"my","veri","first",2
"my","way","to",2
"myself","on","the",2
"na","na","na",2
"nachiketa","was","the",2
"name","on","the",2
"nation","endow","for",2
"natur","of","the",2
"nba","in","assist",2
"near","the","end",2
"nearbi","town","of",2
"need","for","the",2
"need","to","keep",2
"neighbor","has","move",2
"neither","of","them",2
"never","been","so",2
"never","get","to",2
"never","look","back",2
"never","notic","in",2
"new","and","interest",2
"new","jersey","in",2
"new","style","of",2
"new","to","me",2
"new","york","i",2
"new","york","in",2
"new","york","state",2
"newcom","to","the",2
"newest","member","of",2
"next","few","month",2
"next","to","me",2
"night","in","the",2
"no","amount","of",2
"no","logic","reason",2
"no","one","can",2
"no","one","to",2
"no","particular","order",2
"no","small","school",2
"nomine","to","the",2
"none","of","my",2
"none","of","this",2
"nor","are","they",2
"not","a","lot",2
"not","a","problem",2
"not","allow","to",2
"not","an","option",2
"not","appear","to",2
"not","as","bad",2
"not","at","the",2
"not","be","abl",2
"not","be","the",2
"not","enough","to",2
"not","even","go",2
"not","familiar","with",2
"not","gonna","be",2
"not","in","the",2
"not","like","a",2
"not","onli","for",2
"not","say","that",2
"not","sure","if",2
"not","sure","whi",2
"not","the","onli",2
"not","to","leav",2
"not","to","put",2
"noth","in","the",2
"noth","to","do",2
"novel","about","a",2
"now","have","the",2
"now","i","am",2
"now","i","know",2
"now","i’m","not",2
"now","that","your",2
"now","they","want",2
"now","time","to",2
"now","to","hear",2
"now","you","can",2
"number","of","area",2
"number","of","children",2
"nurs","in","the",2
"o","lol","i",2
"obamacar","repeal","obamacar",2
"occupi","wall","street",2
"of","a","child",2
"of","a","differ",2
"of","a","few",2
"of","a","lifetim",2
"of","a","minor",2
"of","a","person",2
"of","a","problem",2
"of","a","weapon",2
"of","all","the",2
"of","art","educ",2
"of","as","a",2
"of","book","that",2
"of","cancer","in",2
"of","children","with",2
"of","coffe","and",2
"of","cours","but",2
"of","cours","it’",2
"of","cours","that",2
"of","cours","there",2
"of","cours","we",2
"of","europ","and",2
"of","have","to",2
"of","his","hand",2
"of","his","stori",2
"of","how","to",2
"of","is","given",2
"of","it","is",2
"of","jane","austen",2
"of","jesus","christ",2
"of","life","and",2
"of","los","angel",2
"of","mar","and",2
"of","me","i",2
"of","million","in",2
"of","million","of",2
"of","mine","on",2
"of","more","than",2
"of","my","fellow",2
"of","my","head",2
"of","my","top",2
"of","my","write",2
"of","new","paltz",2
"of","new","york",2
"of","our","famili",2
"of","our","live",2
"of","our","most",2
"of","our","own",2
"of","our","wolf",2
"of","peopl","they",2
"of","percent","for",2
"of","scienc","in",2
"of","the","amus",2
"of","the","appear",2
"of","the","art",2
"of","the","band",2
"of","the","biggest",2
"of","the","bride",2
"of","the","christma",2
"of","the","committe",2
"of","the","cosmos",2
"of","the","countri",2
"of","the","cuyahoga",2
"of","the","dark",2
"of","the","drug",2
"of","the","earthquak",2
"of","the","even",2
"of","the","extra",2
"of","the","few",2
"of","the","final",2
"of","the","five",2
"of","the","flower",2
"of","the","found",2
"of","the","hospit",2
"of","the","hour",2
"of","the","imag",2
"of","the","immigr",2
"of","the","intern",2
"of","the","issu",2
"of","the","key",2
"of","the","kid",2
"of","the","littl",2
"of","the","man",2
"of","the","nhl",2
"of","the","nicest",2
"of","the","night",2
"of","the","north",2
"of","the","ocean",2
"of","the","origin",2
"of","the","plan",2
"of","the","problem",2
"of","the","program",2
"of","the","propos",2
"of","the","question",2
"of","the","regular",2
"of","the","road",2
"of","the","rock",2
"of","the","room",2
"of","the","royal",2
"of","the","school",2
"of","the","second",2
"of","the","shell",2
"of","the","shop",2
"of","the","speci",2
"of","the","st",2
"of","the","store",2
"of","the","student",2
"of","the","sun",2
"of","the","trip",2
"of","the","tunnel",2
"of","the","univers",2
"of","the","victim",2
"of","the","vote",2
"of","the","way",2
"of","the","western",2
"of","the","whole",2
"of","the","wolf",2
"of","their","famili",2
"of","their","live",2
"of","their","own",2
"of","their","pay",2
"of","them","are",2
"of","them","have",2
"of","them","is",2
"of","them","were",2
"of","thing","but",2
"of","this","come",2
"of","this","is",2
"of","this","the",2
"of","those","are",2
"of","those","in",2
"of","those","week",2
"of","those","who",2
"of","time","and",2
"of","time","i",2
"of","time","it",2
"of","time","on",2
"of","time","that",2
"of","up","to",2
"of","us","are",2
"of","us","have",2
"of","us","i",2
"of","us","to",2
"of","us","with",2
"of","wale","or",2
"of","washington","dc",2
"of","what","you",2
"of","work","and",2
"of","work","to",2
"of","year","and",2
"of","you","i",2
"of","you","to",2
"of","you","would",2
"of","your","friend",2
"of","your","life",2
"off","i","went",2
"off","in","a",2
"off","is","a",2
"off","on","the",2
"off","the","field",2
"off","the","glass",2
"off","with","a",2
"offic","and","the",2
"offic","did","not",2
"offic","of","the",2
"oh","well","i",2
"ohio","attorney","general",2
"oil","is","too",2
"old","and","a",2
"old","at","the",2
"on","a","hors",2
"on","a","master",2
"on","a","trip",2
"on","all","the",2
"on","an","old",2
"on","and","on",2
"on","at","the",2
"on","buse","and",2
"on","facebook","i",2
"on","for","week",2
"on","friday","with",2
"on","in","a",2
"on","me","and",2
"on","more","than",2
"on","my","desk",2
"on","my","head",2
"on","my","part",2
"on","my","way",2
"on","nov","in",2
"on","one","of",2
"on","shaki","ground",2
"on","street","corner",2
"on","that","we",2
"on","the","ballot",2
"on","the","book",2
"on","the","case",2
"on","the","comput",2
"on","the","cover",2
"on","the","fals",2
"on","the","final",2
"on","the","internet",2
"on","the","island",2
"on","the","job",2
"on","the","last",2
"on","the","left",2
"on","the","line",2
"on","the","link",2
"on","the","menu",2
"on","the","nation",2
"on","the","new",2
"on","the","old",2
"on","the","outsid",2
"on","the","phone",2
"on","the","planet",2
"on","the","power",2
"on","the","right",2
"on","the","shoulder",2
"on","the","show",2
"on","the","side",2
"on","the","small",2
"on","the","tabl",2
"on","the","topic",2
"on","the","world",2
"on","their","heaviest",2
"on","their","own",2
"on","their","tablet",2
"on","this","blog",2
"on","this","issu",2
"on","thursday","april",2
"on","to","someth",2
"on","tv","and",2
"on","twitter","and",2
"on","wednesday","the",2
"on","your","blog",2
"onc","in","the",2
"onc","or","twice",2
"onc","tri","to",2
"onc","you","get",2
"one","becaus","the",2
"one","day","of",2
"one","he","said",2
"one","in","my",2
"one","of","a",2
"one","of","three",2
"one","point","in",2
"one","thing","that",2
"one","to","get",2
"one","which","was",2
"one","will","give",2
"one","year","in",2
"one","you","can",2
"onli","a","veri",2
"onli","had","to",2
"onli","on","the",2
"onli","thing","i",2
"onli","took","me",2
"onli","two","of",2
"onli","were","they",2
"onli","year","old",2
"open","in","springval",2
"open","in","the",2
"open","of","the",2
"open","the","door",2
"open","what","should",2
"oper","of","the",2
"opinion","on","the",2
"opportun","to","get",2
"or","as","i",2
"or","do","you",2
"or","if","he",2
"or","if","she",2
"or","out","of",2
"or","so","ago",2
"or","so","is",2
"or","someth","i",2
"or","someth","like",2
"or","text","him",2
"or","twice","a",2
"or","with","a",2
"or","wors","than",2
"origin","of","the",2
"other","but","i",2
"other","day","on",2
"other","night","i",2
"other","part","of",2
"other","peopl","in",2
"other","than","that",2
"other","women","who",2
"ought","to","be",2
"our","apart","is",2
"our","artisan","have",2
"our","fashion","show",2
"our","relationship","i",2
"our","report","and",2
"our","student","are",2
"our","time","wish",2
"our","wolf","pack",2
"out","a","littl",2
"out","for","a",2
"out","how","to",2
"out","of","bed",2
"out","of","our",2
"out","of","state",2
"out","of","their",2
"out","on","a",2
"out","over","the",2
"out","the","winner",2
"out","there","in",2
"out","there","that",2
"out","with","a",2
"oven","for","minut",2
"over","£","which",2
"over","a","certain",2
"over","and","over",2
"over","high","heat",2
"over","into","the",2
"over","it","the",2
"over","new","york",2
"over","the","come",2
"over","the","cours",2
"overal","in","the",2
"own","in","the",2
"owner","of","a",2
"pack","at","our",2
"pack”","be","a",2
"page","from","the",2
"page","of","this",2
"pair","of","sock",2
"palisad","medic","center",2
"park","lot","of",2
"part","of","an",2
"particular","as","they",2
"pass","on","to",2
"pass","us","by",2
"passeng","in","the",2
"past","few","year",2
"pat","myself","on",2
"pave","the","way",2
"pay","attent","to",2
"pay","back","the",2
"pay","tax","on",2
"pay","to","park",2
"peak","of","in",2
"peopl","are","get",2
"peopl","give","us",2
"peopl","have","more",2
"peopl","look","for",2
"peopl","say","they",2
"peopl","to","be",2
"peopl","who","dont",2
"peopl","who","have",2
"peopl","will","be",2
"per","cent","to",2
"per","game","he",2
"percent","for","the",2
"percent","in","the",2
"percent","of","all",2
"percent","of","their",2
"percent","of","those",2
"percent","said","they",2
"perform","at","pm",2
"perform","at","the",2
"perform","in","the",2
"perform","of","the",2
"period","of","time",2
"perish","weezi","f",2
"permit","from","the",2
"person","and","a",2
"pick","out","of",2
"pick","the","wrong",2
"pick","up","a",2
"piec","of","art",2
"place","and","now",2
"place","for","a",2
"place","in","a",2
"plain","dealer","report",2
"plan","a","trip",2
"plan","on","have",2
"plan","to","close",2
"play","that","i",2
"player","on","the",2
"pleas","know","that",2
"pleasant","surpris","i",2
"pm","–","pm",2
"point","in","a",2
"point","in","it",2
"point","of","entri",2
"point","of","the",2
"point","of","view",2
"point","on","it",2
"point","to","my",2
"polic","and","fire",2
"polit","and","social",2
"poor","and","the",2
"poor","littl","guy",2
"possess","of","a",2
"post","dispatch","colleagu",2
"post","in","the",2
"pour","an","opaqu",2
"pray","for","a",2
"pray","for","you",2
"predict","that","the",2
"prefer","to","leav",2
"prepar","to","give",2
"prepar","to","see",2
"presid","and","ceo",2
"presid","barack","obama",2
"presid","jacob","zuma",2
"pretend","to","be",2
"pretti","good","not",2
"privaci","bill","of",2
"problem","is","much",2
"problem","with","the",2
"problem","you","have",2
"product","of","a",2
"professor","of","sociolog",2
"program","will","be",2
"project","so","here’",2
"ps","you","can",2
"public","safeti","the",2
"public","work","director",2
"pujol","over","the",2
"purpos","of","art",2
"push","for","the",2
"put","em","on",2
"put","her","in",2
"put","it","out",2
"put","out","a",2
"put","them","in",2
"qualiti","time","with",2
"question","for","you",2
"question","is","how",2
"question","to","ask",2
"race","in","the",2
"rais","money","for",2
"rais","over","£",2
"rank","among","the",2
"rank","second","in",2
"rather","than","a",2
"rather","than","to",2
"reach","by","phone",2
"read","can","be",2
"read","the","entir",2
"read","your","book",2
"readi","for","a",2
"readi","to","be",2
"readi","to","see",2
"real","food","and",2
"realiz","that","the",2
"realli","annoy","me",2
"realli","been","in",2
"realli","doesnt","matter",2
"realli","fun","to",2
"realli","help","with",2
"realli","long","time",2
"realm","of","possibl",2
"reason","to","assum",2
"receiv","a","letter",2
"recip","for","a",2
"reconstruct","of","the",2
"red","calf","was",2
"red","hair","and",2
"reduc","violent","crime",2
"refer","to","as",2
"regardless","of","their",2
"region","of","the",2
"region","park","system",2
"regist","and","enjoy",2
"relat","issu","the",2
"relay","team","of",2
"releas","them","becaus",2
"remain","at","larg",2
"remain","in","the",2
"rememb","where","i",2
"remov","from","heat",2
"remov","from","the",2
"rep","after","rep",2
"repeal","obamacar","repeal",2
"report","by","the",2
"report","that","the",2
"republican","background","in",2
"republican","gov","john",2
"republican","presidenti","candid",2
"requir","to","pay",2
"resid","said","the",2
"respons","to","the",2
"rest","of","that",2
"restaur","in","the",2
"result","in","more",2
"return","home","but",2
"return","of","the",2
"return","with","a",2
"ridicul","amount","of",2
"right","away","and",2
"right","back","i",2
"right","now","im",2
"right","now","in",2
"right","now","is",2
"right","now","that",2
"right","now","to",2
"right","out","of",2
"right","thing","to",2
"rise","to","the",2
"risk","their","live",2
"road","and","bridg",2
"rock","and","roll",2
"roll","and","butter",2
"romney","and","paul",2
"roof","the","roof",2
"root","of","the",2
"round","of","the",2
"round","on","the",2
"rule","of","law",2
"run","but","i",2
"run","for","the",2
"run","in","inning",2
"run","in","the",2
"s","and","s",2
"said","ad","that",2
"said","at","the",2
"said","he","has",2
"said","he","is",2
"said","i","didnt",2
"said","in","his",2
"said","of","her",2
"said","of","his",2
"said","of","the",2
"said","one","of",2
"said","she","wish",2
"said","that","if",2
"said","the","board",2
"said","the","fund",2
"said","the","leagu",2
"said","the","new",2
"said","then","he",2
"said","they","were",2
"said","this","is",2
"said","we","are",2
"said","we","dont",2
"sail","off","the",2
"sale","in","the",2
"same","place","i",2
"same","time","we",2
"saturday","at","am",2
"saturday","night","in",2
"save","his","life",2
"say","a","word",2
"say","he","is",2
"say","hi","to",2
"say","i","do",2
"say","i","love",2
"say","it","was",2
"say","that","it",2
"say","that","there",2
"say","this","but",2
"say","we","are",2
"say","with","a",2
"say","you","dont",2
"say","you","have",2
"schedul","for","wednesday",2
"schedul","to","be",2
"school","in","a",2
"school","is","not",2
"school","that","are",2
"scienc","in","manag",2
"score","of","his",2
"score","two","run",2
"scriptur","that","are",2
"search","for","a",2
"search","of","the",2
"second","marriag","to",2
"second","round","seri",2
"second","world","war",2
"second","you","perish",2
"section","of","the",2
"see","him","and",2
"see","how","much",2
"see","i","think",2
"see","if","they",2
"see","if","you",2
"see","in","the",2
"see","it","or",2
"see","the","movi",2
"see","you","guy",2
"see","you","last",2
"see","you","on",2
"see","you","there",2
"seem","as","if",2
"seem","to","find",2
"seem","to","know",2
"seen","as","a",2
"send","him","to",2
"sens","of","cultur",2
"sens","of","wonder",2
"senser","said","she",2
"sensit","to","the",2
"septemb","from","pm",2
"sequenc","of","the",2
"seri","and","i",2
"serious","side","effect",2
"serv","as","an",2
"servic","to","the",2
"servic","will","be",2
"set","fire","to",2
"set","in","a",2
"sever","of","the",2
"sever","year","ago",2
"share","with","you",2
"she","appear","to",2
"she","could","make",2
"she","die","of",2
"she","had","a",2
"she","had","the",2
"she","is","do",2
"she","is","my",2
"she","is","tri",2
"she","need","to",2
"she","said","her",2
"she","say","so",2
"she","want","to",2
"she","was","a",2
"she","was","go",2
"she","was","just",2
"she","was","the",2
"she","will","have",2
"she","work","for",2
"she","would","give",2
"she","would","like",2
"shook","his","head",2
"shot","of","tequila",2
"should","be","a",2
"should","be","abl",2
"should","be","fine",2
"should","be","given",2
"should","be","veri",2
"should","have","been",2
"should","not","be",2
"should","we","call",2
"shouldnt","have","to",2
"shout","out","to",2
"show","on","their",2
"show","up","in",2
"side","high","school",2
"sign","of","a",2
"sign","up","to",2
"similar","set","of",2
"sinc","i","dont",2
"sinc","i","left",2
"sinc","it","was",2
"sinc","the","final",2
"sing","in","the",2
"sit","down","to",2
"sit","in","the",2
"site","of","the",2
"site","say","you",2
"size","and","shape",2
"size","of","a",2
"skeptic","of","the",2
"sleep","in","the",2
"slide","player","like",2
"slim","fit","shirt",2
"small","fraction","of",2
"smoke","cedar","bark",2
"so","and","i",2
"so","bad","that",2
"so","far","i",2
"so","far","so",2
"so","glad","you",2
"so","good","i",2
"so","great","to",2
"so","happi","i",2
"so","i","didnt",2
"so","i","was",2
"so","in","this",2
"so","it","goe",2
"so","mani","of",2
"so","mani","time",2
"so","much","more",2
"so","much","on",2
"so","that","i",2
"so","that","was",2
"so","that","you",2
"so","they","are",2
"so","they","could",2
"so","want","to",2
"so","well","and",2
"so","what","is",2
"so","you","have",2
"so","you","will",2
"social","media","for",2
"sock","in","a",2
"some","friend","and",2
"some","monster","wont",2
"some","of","his",2
"some","of","my",2
"some","of","that",2
"some","of","their",2
"some","photo","from",2
"some","qualiti","time",2
"some","thing","to",2
"someon","in","the",2
"someon","say","im",2
"someth","i","can",2
"someth","like","that",2
"someth","new","and",2
"someth","this","weekend",2
"someth","we","are",2
"soon","as","she",2
"soon","stay","tune",2
"sooner","or","later",2
"sorri","for","the",2
"sort","of","thing",2
"sound","of","a",2
"sound","this","is",2
"south","san","francisco",2
"speak","to","the",2
"spend","a","few",2
"spend","half","our",2
"spend","time","in",2
"spent","so","much",2
"split","between","two",2
"split","into","two",2
"spokesman","for","the",2
"spot","in","the",2
"spot","on","the",2
"spring","has","sprung",2
"st","loui","counti",2
"st","san","francisco",2
"st","will","be",2
"staff","and","some",2
"stand","in","the",2
"stand","up","to",2
"start","of","the",2
"start","the","compani",2
"start","to","like",2
"start","with","the",2
"state","is","go",2
"state","of","mind",2
"station","and","the",2
"station","on","the",2
"status","of","peopl",2
"stay","at","home",2
"step","into","the",2
"stick","to","it",2
"still","cant","believ",2
"still","don’t","have",2
"still","got","a",2
"still","have","a",2
"still","the","same",2
"still","want","to",2
"sting","nettl","tea",2
"stir","with","a",2
"stop","and","think",2
"stop","will","be",2
"stop","you","from",2
"store","and","restaur",2
"stori","is","just",2
"stori","it","would",2
"stori","of","a",2
"stori","to","tell",2
"street","and","the",2
"street","corner","in",2
"stuck","in","my",2
"stuff","like","that”",2
"stuff","to","say",2
"submiss","soon","stay",2
"success","ijs”","huh",2
"success","in","the",2
"such","a","good",2
"such","as","when",2
"such","bad","time",2
"summer","in","the",2
"summer","with","the",2
"support","of","the",2
"suppos","to","go",2
"suprem","court","was",2
"sure","if","that",2
"sure","there","are",2
"surpris","to","see",2
"take","a","day",2
"take","advantag","of",2
"take","it","over",2
"take","my","daughter",2
"take","my","hand",2
"take","so","much",2
"take","the","time",2
"take","work","and",2
"taklon","fiber","brush",2
"talk","about","a",2
"talk","about","what",2
"talk","in","his",2
"talk","to","me",2
"talk","to","you",2
"tamper","and","resist",2
"teacher","and","staff",2
"team","need","to",2
"tell","us","how",2
"tell","whether","the",2
"tell","you","a",2
"tell","you","and",2
"tend","to","think",2
"th","minut","of",2
"th","street","and",2
"than","a","dozen",2
"than","a","singl",2
"than","half","of",2
"than","he","is",2
"than","in","the",2
"than","it","has",2
"than","my","own",2
"than","peopl","in",2
"than","the","other",2
"than","they","can",2
"than","unit","on",2
"than","you","rememb",2
"than","you","think",2
"thank","for","a",2
"thank","for","check",2
"thank","for","rt",2
"thank","to","the",2
"thank","you","again",2
"thank","you","all",2
"thank","you","and",2
"thank","you","sir",2
"that","a","lot",2
"that","all","the",2
"that","and","a",2
"that","appear","on",2
"that","appear","to",2
"that","are","not",2
"that","as","a",2
"that","at","the",2
"that","come","in",2
"that","deal","with",2
"that","exact","what",2
"that","extra","tooth",2
"that","had","a",2
"that","has","alreadi",2
"that","has","been",2
"that","has","gone",2
"that","has","the",2
"that","he","said",2
"that","he","start",2
"that","he","would",2
"that","hold","the",2
"that","i","didn’t",2
"that","i","do",2
"that","i","dont",2
"that","i","grew",2
"that","i","havent",2
"that","i","just",2
"that","i","know",2
"that","i","miss",2
"that","i","should",2
"that","i","use",2
"that","i","would",2
"that","if","you",2
"that","is","design",2
"that","is","exact",2
"that","is","so",2
"that","is","to",2
"that","is","whi",2
"that","is","you",2
"that","it","could",2
"that","it","might",2
"that","it","take",2
